order_id,order_number,customer_id,created_at,currency,subtotal,total_discounts,total_shipping,total_tax,total_price,financial_status,fulfillment_status,utm_source,utm_medium,utm_campaign,landing_site,referring_site,tags,discount_code
ord_018219,19219,cust_007683,2025-03-19 17:56:21,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_018712,19712,cust_010431,2025-03-27 13:16:16,GBP,154.17,10.0,0.0,28.83,173.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,PRETTYNEW
ord_018731,19731,cust_009399,2025-03-27 10:29:56,GBP,320.83,10.0,0.0,0.0,310.83,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,PRETTYNEW
ord_018914,19914,cust_001460,2025-03-30 22:33:47,GBP,300.0,0.0,0.0,60.0,360.0,paid,fulfilled,organic,organic,,/,,,
ord_018971,19971,cust_004557,2025-03-31 15:38:07,GBP,294.16,0.0,0.0,58.83,352.99,paid,fulfilled,direct,none,,/,,,
ord_019117,20117,cust_009640,2025-04-02 14:53:59,GBP,120.83,0.0,0.0,0.0,120.83,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_019204,20204,cust_007224,2025-04-04 10:53:14,GBP,40.0,4.0,12.95,0.0,48.95,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,WELCOME10
ord_019432,20432,cust_008470,2025-04-08 17:45:15,GBP,325.0,0.0,0.0,65.0,390.0,partially_refunded,fulfilled,tiktok,organic_social,,/,,,
ord_019809,20809,cust_001460,2025-04-14 11:29:52,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,google,cpc,Generic_Streetwear_UK,/,,,
ord_019826,20826,cust_003400,2025-04-15 10:35:29,GBP,120.83,10.0,0.0,22.17,133.0,partially_refunded,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,PRETTYNEW
ord_019849,20849,cust_010930,2025-04-15 17:42:01,GBP,87.5,0.0,0.0,17.5,105.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_019937,20937,cust_001015,2025-04-16 09:12:31,GBP,112.5,0.0,0.0,22.5,135.0,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_020050,21050,cust_010930,2025-04-18 10:55:39,GBP,125.0,12.5,0.0,22.5,135.0,paid,fulfilled,direct,none,,/,,,WELCOME10
ord_020077,21077,cust_007389,2025-04-18 14:01:53,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_020092,21092,cust_002741,2025-04-19 21:29:33,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_020209,21209,cust_001460,2025-04-21 14:08:45,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,organic,organic,,/,,,
ord_020372,21372,cust_007683,2025-04-24 10:42:11,GBP,325.83,0.0,0.0,65.17,391.0,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_020465,21465,cust_007354,2025-04-25 19:46:51,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,organic,organic,,/,,,
ord_020510,21510,cust_007683,2025-04-26 22:34:44,GBP,129.17,0.0,0.0,0.0,129.17,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_020535,21535,cust_007069,2025-04-27 19:06:24,GBP,137.5,10.0,0.0,0.0,127.5,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_020569,21569,cust_000205,2025-04-27 18:47:47,GBP,320.84,0.0,0.0,64.17,385.01,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_020661,21661,cust_007069,2025-04-29 17:07:55,GBP,345.83,0.0,0.0,69.17,415.0,paid,fulfilled,direct,none,,/,,,
ord_020665,21665,cust_011297,2025-04-29 14:55:20,GBP,112.5,0.0,0.0,22.5,135.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_020736,21736,cust_008470,2025-04-30 12:01:19,GBP,129.17,0.0,0.0,25.83,155.0,partially_refunded,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_020741,21741,cust_006332,2025-04-30 16:23:31,GBP,48.33,0.0,12.95,0.0,61.28,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_020981,21981,cust_009399,2025-05-05 22:05:26,GBP,215.0,0.0,0.0,43.0,258.0,paid,fulfilled,organic,organic,,/,,,
ord_021033,22033,cust_007683,2025-05-05 12:25:34,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_021150,22150,cust_007354,2025-05-07 11:36:51,GBP,175.0,0.0,0.0,0.0,175.0,partially_refunded,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_021297,22297,cust_007224,2025-05-09 21:25:03,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_021385,22385,cust_007224,2025-05-11 11:02:33,GBP,43.33,4.33,4.95,8.79,52.74,paid,fulfilled,organic,organic,,/,,,WELCOME10
ord_021456,22456,cust_008470,2025-05-13 13:07:58,GBP,137.5,0.0,0.0,27.5,165.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_021491,22491,cust_003463,2025-05-13 16:56:25,GBP,48.33,0.0,9.95,0.0,58.28,paid,fulfilled,organic,organic,,/,,,
ord_021615,22615,cust_004134,2025-05-15 10:03:00,GBP,40.0,10.0,4.95,6.99,41.94,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_021762,22762,cust_009739,2025-05-18 09:36:06,GBP,258.33,0.0,0.0,51.67,310.0,paid,fulfilled,organic,organic,,/,,,
ord_021845,22845,cust_009640,2025-05-20 11:31:52,GBP,154.16,0.0,0.0,30.83,184.99,partially_refunded,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_021949,22949,cust_001460,2025-05-21 15:57:48,GBP,48.33,0.0,4.95,10.66,63.94,partially_refunded,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_021959,22959,cust_009739,2025-05-21 20:42:57,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_022063,23063,cust_010930,2025-05-23 11:29:19,GBP,160.83,0.0,0.0,32.17,193.0,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_022171,23171,cust_007389,2025-05-25 14:47:39,GBP,125.0,0.0,0.0,25.0,150.0,paid,fulfilled,direct,none,,/,,,
ord_022182,23182,cust_012017,2025-05-26 14:31:35,GBP,160.83,0.0,0.0,0.0,160.83,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_022256,23256,cust_011297,2025-05-27 14:07:25,GBP,185.83,0.0,0.0,37.17,223.0,paid,fulfilled,organic,organic,,/,,,
ord_022287,23287,cust_000205,2025-05-27 16:35:46,GBP,125.0,0.0,0.0,25.0,150.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_022314,23314,cust_006899,2025-05-28 17:38:40,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_022357,23357,cust_009739,2025-05-28 17:52:44,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_022379,23379,cust_006332,2025-05-29 18:18:42,GBP,197.5,0.0,0.0,0.0,197.5,partially_refunded,fulfilled,tiktok,organic_social,,/,,,
ord_022758,23758,cust_006122,2025-06-02 18:08:18,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_022799,23799,cust_003757,2025-06-02 13:50:20,GBP,205.83,20.58,0.0,0.0,185.25,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,WELCOME10
ord_022876,23876,cust_003757,2025-06-03 16:47:18,GBP,258.33,0.0,0.0,51.67,310.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_023029,24029,cust_011297,2025-06-04 08:30:18,GBP,185.0,0.0,0.0,0.0,185.0,partially_refunded,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_023121,24121,cust_001460,2025-06-05 15:19:27,GBP,245.83,0.0,0.0,49.17,295.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_023133,24133,cust_006332,2025-06-06 10:07:36,GBP,285.83,0.0,0.0,0.0,285.83,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_023294,24294,cust_004557,2025-06-09 08:32:34,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_023326,24326,cust_007354,2025-06-09 21:01:28,GBP,90.0,0.0,0.0,18.0,108.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_023413,24413,cust_009037,2025-06-11 11:02:51,GBP,123.33,0.0,0.0,0.0,123.33,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_023433,24433,cust_006332,2025-06-11 12:36:09,GBP,279.16,0.0,0.0,55.83,334.99,paid,fulfilled,direct,none,,/,,,
ord_023472,24472,cust_009640,2025-06-12 18:49:42,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_023533,24533,cust_009399,2025-06-13 14:20:31,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_023546,24546,cust_009399,2025-06-13 21:17:34,GBP,45.83,0.0,12.95,0.0,58.78,partially_refunded,fulfilled,klaviyo,email,Win_Back,/,,,
ord_023572,24572,cust_005440,2025-06-13 18:02:22,GBP,129.17,12.92,0.0,23.25,139.5,paid,fulfilled,organic,organic,,/,,,WELCOME10
ord_023678,24678,cust_004077,2025-06-16 18:14:34,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,direct,none,,/,,,
ord_023877,24877,cust_002741,2025-06-19 13:36:55,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_023890,24890,cust_007069,2025-06-19 18:30:08,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_023997,24997,cust_012732,2025-06-21 10:39:11,GBP,265.0,0.0,0.0,53.0,318.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_024030,25030,cust_007389,2025-06-22 09:18:04,GBP,48.33,0.0,4.95,10.66,63.94,paid,fulfilled,direct,none,,/,,,
ord_024248,25248,cust_007224,2025-06-25 11:19:51,GBP,275.83,0.0,0.0,55.17,331.0,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_024315,25315,cust_006332,2025-06-26 17:56:42,GBP,162.5,16.25,0.0,29.25,175.5,partially_refunded,fulfilled,google,cpc,Shopping_All_EU,/,,,WELCOME10
ord_024465,25465,cust_007389,2025-06-29 09:57:02,GBP,41.67,0.0,12.95,0.0,54.62,paid,fulfilled,direct,none,,/,,,
ord_024581,25581,cust_003757,2025-07-01 11:44:12,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_024692,25692,cust_002193,2025-07-03 10:04:12,GBP,223.34,0.0,0.0,44.67,268.01,paid,fulfilled,organic,organic,,/,,,
ord_024708,25708,cust_009739,2025-07-04 14:22:26,GBP,120.83,0.0,0.0,24.17,145.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_024733,25733,cust_009739,2025-07-04 15:43:58,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_024743,25743,cust_004077,2025-07-04 17:48:51,GBP,291.67,0.0,0.0,58.33,350.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_024817,25817,cust_007354,2025-07-06 08:11:46,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,direct,none,,/,,,
ord_024859,25859,cust_007389,2025-07-07 12:41:02,GBP,46.67,0.0,9.95,0.0,56.62,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_024865,25865,cust_002741,2025-07-07 20:37:55,GBP,187.5,0.0,0.0,37.5,225.0,partially_refunded,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_024883,25883,cust_012017,2025-07-07 13:59:32,GBP,184.16,0.0,0.0,0.0,184.16,paid,fulfilled,organic,organic,,/,,,
ord_024934,25934,cust_005338,2025-07-08 09:02:42,GBP,137.5,13.75,0.0,0.0,123.75,paid,fulfilled,tiktok,organic_social,,/,,,WELCOME10
ord_024962,25962,cust_006899,2025-07-09 08:44:09,GBP,185.83,18.58,0.0,33.45,200.7,paid,fulfilled,direct,none,,/,,,WELCOME10
ord_024977,25977,cust_002193,2025-07-09 11:33:24,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,direct,none,,/,,,
ord_024981,25981,cust_009399,2025-07-09 09:39:37,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_025070,26070,cust_007224,2025-07-11 19:24:39,GBP,500.0,0.0,0.0,100.0,600.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_025099,26099,cust_001460,2025-07-11 15:46:29,GBP,370.83,0.0,0.0,74.17,445.0,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_025138,26138,cust_005248,2025-07-12 15:15:33,GBP,108.33,0.0,0.0,21.67,130.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_025223,26223,cust_003757,2025-07-14 09:44:27,GBP,162.5,0.0,0.0,0.0,162.5,paid,fulfilled,direct,none,,/,,,
ord_025241,26241,cust_007683,2025-07-14 14:53:00,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_025355,26355,cust_003757,2025-07-16 16:29:52,GBP,35.0,0.0,12.95,0.0,47.95,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_025564,26564,cust_010930,2025-07-21 12:58:55,GBP,35.0,0.0,4.95,7.99,47.94,paid,fulfilled,organic,organic,,/,,,
ord_025587,26587,cust_003463,2025-07-21 15:29:00,GBP,185.83,0.0,0.0,37.17,223.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_025685,26685,cust_006899,2025-07-23 13:01:06,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_025732,26732,cust_009739,2025-07-24 12:33:03,GBP,230.0,0.0,0.0,46.0,276.0,paid,fulfilled,google,cpc,Generic_Streetwear_UK,/,,,
ord_025816,26816,cust_011297,2025-07-25 13:39:08,GBP,304.16,0.0,0.0,60.83,364.99,paid,fulfilled,direct,none,,/,,,
ord_025884,26884,cust_009739,2025-07-27 14:18:48,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_025933,26933,cust_009739,2025-07-28 10:37:52,GBP,120.83,0.0,0.0,24.17,145.0,paid,fulfilled,organic,organic,,/,,,
ord_025946,26946,cust_012017,2025-07-28 11:13:04,GBP,168.33,0.0,0.0,33.67,202.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_026059,27059,cust_012732,2025-07-30 20:25:52,GBP,231.66,0.0,0.0,46.33,277.99,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_026063,27063,cust_005440,2025-07-31 13:21:24,GBP,41.67,0.0,9.95,0.0,51.62,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_026087,27087,cust_009399,2025-07-31 19:08:00,GBP,145.83,14.58,0.0,0.0,131.25,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,WELCOME10
ord_026178,27178,cust_000205,2025-08-01 12:00:17,GBP,133.33,10.0,0.0,24.67,148.0,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_026186,27186,cust_006122,2025-08-02 18:10:34,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_026216,27216,cust_000205,2025-08-02 21:38:45,GBP,129.17,12.92,0.0,0.0,116.25,paid,fulfilled,klaviyo,email,Win_Back,/,,,WELCOME10
ord_026392,27392,cust_012017,2025-08-05 16:46:54,GBP,112.5,0.0,0.0,22.5,135.0,partially_refunded,fulfilled,google,cpc,Generic_Streetwear_UK,/,,,
ord_026492,27492,cust_009037,2025-08-07 21:39:52,GBP,90.0,0.0,0.0,18.0,108.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_026560,27560,cust_009399,2025-08-08 21:19:11,GBP,123.33,0.0,0.0,0.0,123.33,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_026569,27569,cust_009640,2025-08-08 17:54:10,GBP,118.33,0.0,0.0,0.0,118.33,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_026611,27611,cust_003463,2025-08-09 13:19:33,GBP,318.33,0.0,0.0,0.0,318.33,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_026664,27664,cust_009739,2025-08-11 09:14:26,GBP,112.5,0.0,0.0,22.5,135.0,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_026732,27732,cust_009640,2025-08-12 21:57:37,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_026805,27805,cust_005338,2025-08-13 09:25:01,GBP,43.33,0.0,12.95,0.0,56.28,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_026834,27834,cust_007354,2025-08-13 11:35:32,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_026837,27837,cust_007354,2025-08-13 14:55:53,GBP,116.67,11.67,0.0,21.0,126.0,paid,fulfilled,direct,none,,/,,,WELCOME10
ord_026838,27838,cust_001460,2025-08-13 15:42:27,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_026955,27955,cust_006122,2025-08-15 11:24:43,GBP,41.67,0.0,9.95,0.0,51.62,paid,fulfilled,organic,organic,,/,,,
ord_026959,27959,cust_003757,2025-08-16 13:55:46,GBP,293.33,0.0,0.0,58.67,352.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_026983,27983,cust_000652,2025-08-16 12:28:12,GBP,266.67,0.0,0.0,53.33,320.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_027011,28011,cust_004077,2025-08-17 11:57:06,GBP,227.5,0.0,0.0,45.5,273.0,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_027046,28046,cust_009399,2025-08-17 21:16:25,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_027091,28091,cust_006332,2025-08-18 16:53:50,GBP,108.33,0.0,0.0,21.67,130.0,paid,fulfilled,organic,organic,,/,,,
ord_027363,28363,cust_006332,2025-08-23 12:11:08,GBP,304.17,0.0,0.0,60.83,365.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_027366,28366,cust_011297,2025-08-23 22:22:42,GBP,154.17,0.0,0.0,30.83,185.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_027500,28500,cust_003757,2025-08-26 11:37:32,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_027506,28506,cust_002193,2025-08-26 22:41:57,GBP,43.33,0.0,4.95,9.66,57.94,partially_refunded,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_027544,28544,cust_005248,2025-08-26 10:19:26,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_027575,28575,cust_006899,2025-08-27 08:47:38,GBP,329.16,10.0,0.0,63.83,382.99,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_027578,28578,cust_009739,2025-08-27 12:56:22,GBP,250.0,0.0,0.0,0.0,250.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_027600,28600,cust_004557,2025-08-27 10:32:23,GBP,40.0,0.0,12.95,0.0,52.95,paid,fulfilled,direct,none,,/,,,
ord_027605,28605,cust_006332,2025-08-27 22:19:28,GBP,45.83,0.0,9.95,0.0,55.78,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_027742,28742,cust_005338,2025-08-30 11:02:36,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_027851,28851,cust_006332,2025-09-01 08:50:11,GBP,43.33,10.0,4.95,7.66,45.94,paid,fulfilled,tiktok,organic_social,,/,,,PRETTYNEW
ord_027896,28896,cust_012732,2025-09-01 16:54:15,GBP,183.33,18.33,0.0,33.0,198.0,paid,fulfilled,tiktok,organic_social,,/,,,WELCOME10
ord_028089,29089,cust_005440,2025-09-01 15:19:02,GBP,141.67,10.0,0.0,26.33,158.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,PRETTYNEW
ord_028096,29096,cust_012732,2025-09-01 12:33:17,GBP,158.33,0.0,0.0,31.67,190.0,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_028193,29193,cust_006122,2025-09-02 20:27:28,GBP,120.83,0.0,0.0,0.0,120.83,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_028278,29278,cust_007354,2025-09-02 10:16:31,GBP,162.5,0.0,0.0,32.5,195.0,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_028333,29333,cust_002741,2025-09-03 10:57:12,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_028385,29385,cust_001015,2025-09-04 20:17:07,GBP,40.0,0.0,12.95,0.0,52.95,paid,fulfilled,tiktok,organic_social,,/,,,
ord_028418,29418,cust_002741,2025-09-04 17:47:25,GBP,89.16,0.0,0.0,0.0,89.16,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_028481,29481,cust_003757,2025-09-05 10:01:10,GBP,193.33,0.0,0.0,38.67,232.0,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_028505,29505,cust_003614,2025-09-05 08:25:37,GBP,43.33,4.33,4.95,8.79,52.74,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,WELCOME10
ord_028530,29530,cust_006332,2025-09-05 21:05:05,GBP,108.33,0.0,0.0,0.0,108.33,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_028586,29586,cust_006122,2025-09-06 20:31:27,GBP,502.49,0.0,0.0,100.5,602.99,partially_refunded,fulfilled,direct,none,,/,,,
ord_028719,29719,cust_010930,2025-09-08 22:34:24,GBP,308.34,0.0,0.0,61.67,370.01,partially_refunded,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_028947,29947,cust_012017,2025-09-12 10:53:01,GBP,183.33,0.0,0.0,36.67,220.0,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_028961,29961,cust_006332,2025-09-12 21:40:39,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_029000,30000,cust_004557,2025-09-12 20:10:04,GBP,45.83,0.0,9.95,0.0,55.78,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_029051,30051,cust_009399,2025-09-13 13:39:46,GBP,112.5,0.0,0.0,22.5,135.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_029236,30236,cust_000786,2025-09-16 19:39:07,GBP,40.0,10.0,4.95,6.99,41.94,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_029278,30278,cust_007354,2025-09-17 09:11:22,GBP,206.67,0.0,0.0,0.0,206.67,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_029293,30293,cust_002904,2025-09-17 18:13:34,GBP,294.17,0.0,0.0,58.83,353.0,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_029308,30308,cust_007683,2025-09-17 17:14:13,GBP,45.83,10.0,4.95,8.16,48.94,paid,fulfilled,tiktok,organic_social,,/,,,PRETTYNEW
ord_029371,30371,cust_000652,2025-09-18 17:44:56,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_029396,30396,cust_001900,2025-09-18 09:53:54,GBP,129.17,0.0,0.0,0.0,129.17,paid,fulfilled,organic,organic,,/,,,
ord_029452,30452,cust_014825,2025-09-19 09:10:39,GBP,130.0,0.0,0.0,26.0,156.0,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_029516,30516,cust_002741,2025-09-20 14:21:13,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_029637,30637,cust_001460,2025-09-22 13:44:43,GBP,35.0,0.0,4.95,7.99,47.94,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_029676,30676,cust_009640,2025-09-23 08:12:12,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_029703,30703,cust_014928,2025-09-23 12:52:36,GBP,130.83,0.0,0.0,26.17,157.0,partially_refunded,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_029740,30740,cust_012017,2025-09-23 21:18:39,GBP,170.0,0.0,0.0,34.0,204.0,partially_refunded,fulfilled,tiktok,organic_social,,/,,,
ord_029750,30750,cust_009399,2025-09-24 21:09:41,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_029752,30752,cust_009037,2025-09-24 21:20:25,GBP,175.0,0.0,0.0,35.0,210.0,paid,fulfilled,organic,organic,,/,,,
ord_029768,30768,cust_001460,2025-09-24 21:29:24,GBP,37.5,0.0,4.95,8.49,50.94,paid,fulfilled,google,cpc,Generic_Streetwear_UK,/,,,
ord_029850,30850,cust_003614,2025-09-25 18:05:57,GBP,85.0,0.0,0.0,0.0,85.0,paid,fulfilled,direct,none,,/,,,
ord_029943,30943,cust_012017,2025-09-26 21:21:43,GBP,176.66,0.0,0.0,35.33,211.99,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_029967,30967,cust_003463,2025-09-26 12:05:42,GBP,45.83,0.0,9.95,0.0,55.78,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_029991,30991,cust_009037,2025-09-27 21:37:57,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_030011,31011,cust_010930,2025-09-27 16:28:16,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_030075,31075,cust_012017,2025-09-28 17:01:40,GBP,48.33,0.0,9.95,0.0,58.28,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_030147,31147,cust_006899,2025-09-29 10:40:31,GBP,123.33,0.0,0.0,0.0,123.33,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_030220,31220,cust_001015,2025-09-30 11:00:19,GBP,233.33,0.0,0.0,46.67,280.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_030228,31228,cust_005338,2025-10-01 10:54:02,GBP,75.0,0.0,0.0,15.0,90.0,partially_refunded,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_030326,31326,cust_006122,2025-10-02 14:17:27,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,direct,none,,/,,,
